episode,timestep,reward
8834,2064000,248.0211
8841,2066000,258.9922
8850,2068000,241.7043
8860,2070000,248.5665
8868,2072000,175.6293
8873,2074000,263.7383
8881,2076000,230.3651
8893,2078000,247.9277
8899,2080000,218.4912
8903,2082000,224.9838
8912,2084000,209.8742
8918,2086000,256.5991
8924,2088000,254.3279
8931,2090000,288.9356
8937,2092000,229.5073
8943,2094000,208.85
8949,2096000,214.8598
8960,2098000,240.3546
8971,2100000,278.2186
8973,2102000,222.1988
8985,2104000,211.8931
8995,2106000,249.0873
9003,2108000,189.4864
9009,2110000,186.7548
9022,2112000,177.8869
9028,2114000,258.1898
9040,2116000,170.0732
9046,2118000,189.9297
9057,2120000,170.0285
9065,2122000,242.4842
9074,2124000,198.9697
9080,2126000,192.1464
9089,2128000,265.7102
9098,2130000,253.1817
9106,2132000,244.5968
9115,2134000,247.2833
9122,2136000,185.672
9127,2138000,246.3665
9134,2140000,251.0223
9143,2142000,249.924
9151,2144000,196.8849
9162,2146000,166.5166
9171,2148000,214.2266
9182,2150000,266.7232
9188,2152000,218.2811
9195,2154000,145.7699
9199,2156000,110.7427
9205,2158000,183.4122
9210,2160000,244.7667
9217,2162000,217.0199
9219,2164000,75.945
9230,2166000,210.1645
9236,2168000,198.8327
9244,2170000,231.4758
9255,2172000,165.6199
9265,2174000,214.6669
9272,2176000,140.355
9284,2178000,165.1783
9295,2180000,182.1147
9305,2182000,222.9927
9309,2184000,248.4725
9318,2186000,191.8585
9322,2188000,226.059
9330,2190000,270.6534
9336,2192000,256.3325
9343,2194000,290.3865
9352,2196000,239.3222
9358,2198000,229.0287
9362,2200000,226.1213
9372,2202000,281.8657
9379,2204000,231.6944
9386,2206000,241.6141
9394,2208000,282.4623
9399,2210000,253.7432
9408,2212000,251.0019
9414,2214000,215.2283
9421,2216000,218.876
9428,2218000,221.4298
9436,2220000,239.0917
9443,2222000,253.6852
9449,2224000,241.308
9460,2226000,273.2253
9470,2228000,271.0548
